順位,ネーム,ルームナンバー,info,登録者数
1640,Viola_Vtuber,384790313,呀吼~这里是虚拟现役Jk-Viola！！搭档@Leona_Vtuber。喂...！给我点个关注再走啦！！！,700
1641,Yu-u-mi,7498906,"✩FairySystem✩群: 1126752883（网易云: Yuumi）
                头像: 海洋饼干; 背景: 夏川ゆカり",700
1642,娅绘Channel,543797956,"kenlos所属~魔法布林buling
                星期一四五晚上8:00-10:00直播~
                钢琴~蜜语~甜歌魔法w等你哦！
                小窝号码903607646",700
1643,魔希みちる搬运,317517440,魔希みちる搬运（已授权，非公式）。主打MTGA，别的牌偶尔也玩玩。,700
1644,小花衣しぃOfficial,438020568,"<YouTube：https://t.co/iwXW0VveQB>
                <Twitter：https://t.co/a3Z5wDVOcP>",698
1645,丑牡てぃあ狂牛搬运,433561096,这裡是丑牡てぃあ牛搬运，专门搬运的丑牡てぃあ的哦 粉絲群860175541,695
1646,梨梨子ちゃん,536290261,可爱又迷人的反派角色，魔法少女Ririko参上~！,695
1647,分华至夏Channel,572274,Virtual Genesis研究所所属。是在努力融入现代人类社会的精灵哒！但是咕咕直播~,693
1648,游侠曙星Official,499198187,一个愿意拯救众生的虚拟主播，日常活跃于b站,693
1649,雪猫殇儿_channel,12431740,"是只猫，半个破画画的，喜欢吃猫娘，纯个人势
                是社恐，希望能有人找猫玩叭……
                加群养猫：1095121709",693
1650,栖黑_Official,485591945,ACC加速社小游戏虚拟主播 不知道未来会发生什么 希望能陪你度过无聊的每一刻 (=^-ω-^=),692
1651,Monoise,473409,我叫莫诺西，可以直接叫我Mono，一个不会营业的屑，请多多关照。,691
1652,秋山理奈Official,12746435,擅长各类禁播游戏 粉丝群：170940767录播视频指路：https://space.bilibili.com/93664826/,689
1653,亚喵莫伊Mokui,454512699,歪！不准看其他男人kora！出道嘛，在出了在出了，个人势，virlo所属，我是攻！强攻！ 零食群:983595505,688
1654,白鹿Channel,488288502,"大家好我是PopCorner所属个人势VUP白鹿(∗❛ั∀❛ั∗)✧*。我很可爱但是请不要小看我哦(￣y▽￣)
                粉丝群:995090765",686
1655,藤咲mia搬运组,543381621,藤咲ミア许可搬运组，吃人群：1080472652,686
1656,雾枝白茶,162472,（八美肉注意）20岁的海军学院学生，雾枝白茶desu！麻麻是@女巫Vivian（白茶港（粉丝群）798193692）,686
1657,素和浅Official,12411592,"Diphylia社团所属，游戏区Vup
                嗯？你问性别？阿浅的性别就是阿浅哒",684
1658,全球DD联合服,66411829,人可以说谎，但细节不会,683
1659,洛冰冰renault,49266870,我们村就我一个搞艺术的了 甜品店：518508059,678
1660,響ゆい_Unofficial,15271951,授权字幕,675
1661,コーロンサス学園,165809775,VTuber（虚拟Youtuber）事务所 【コーロンサス学園】官方帐号 合作请联系：861585446,674
1662,烈火火Official,28343084,"新人vup烈火火，一只喜欢游戏（玩的贼菜）的八美肉系粉毛neko
                单挑群：250387487",673
1663,菲林萨库娅Channel,49441966,Duckdriver所属拖延症虚拟角龙一只 。手残党，八美肉，希望大家多多关照~Q群927910911,673
1664,_BLZ_,2255628,画画的&虚拟主播Live2D模型师，偶尔兼职虚拟主播，约稿私信，随缘直播，qq群：1092304005,672
1665,朱雀千秋SUZAKU,52263,b省雀帝，超会隐忍。单推伊芙 粉丝群：981799980。暗号：秋千 希望能做出一些让人开心的作品,669
1666,Croven教团,589309893,我们是遮天蔽日，放声高歌的过境群鸦。入团快捷通道: 924054504,667
1667,汐月Shiotsuki,2171550,<凛音工造>所属个人势虚拟工具人，来自异世界的幽灵????和⭐普通人类⭐~喜欢玩游戏谢谢大家喜欢~游戏厅：912258358,666
1668,花南音,475720147,愿水晶指引英雄光之战士。,661
1669,夜莺莺莺Official,441394184,为了拯救公园的危机而成为偶像！（大雾）只要不停止歌唱，就不会迷失希望 朋友群：854509171,658
1670,缇娜channel,12634911,"哔哩哔哩乾杯~欢迎加入缇娜的直播粉丝群～群聊号码：494516108（我是角龙才不是羊）
                可爱的粉丝们记得不要用iOS系统送礼物哦～",656
1671,翼火蛇Official,492830462,三垣四象社团所属VUP/无公会/天生我材必有用 千金散尽还复来/民间粉丝群1129951582,652
1672,Evelonda-飒旦,1502437,嗨~这里是除了恐怖游戏什么都玩个人势Vup飒旦，感兴趣的话点个关注吧！ 群：1147613252,650
1673,应星尘channel,36604989,幻home社团所属二期生vup，应星尘是也！是钻家的第九个崽，也是优秀的战场狙击手哦！前线作战基地：692484141,643
1674,悠久魔女之诗,537098,<ChaosLive·S>我们的头脑，比天空还要辽阔。质问https://www.popiask.cn/yuukyuu ,642
1675,奈子绘nakoe_,30322153,个人势 死亡歌姬，正在兼职的大小姐。 QQ群:713842734,640
1676,音艾纱official,402899229,欢迎加入音艾纱应援团；QQ：864053213，官方微博：https://weibo.com/7129030993/,640
1677,哈姆哈姆太郎,431534214,準備中,637
1678,Iris雨梦_Dream,19872419,大家好，这里是雨梦。做自己喜欢的视频，希望你也能喜欢。qq群：806199146,634
1679,Plasma-電浆社,473092095,准备中.....,633
1680,大葱要蘸三月酱_Official,34002950,千丝牵绪心不印，万缕系情鸳无吟 ice_official的史莱姆女儿~Niki的财布兼单推人,633
1681,已经毕业的狼,375306862,不说再见就一定会再见,632
1682,RootChannel,2304086,当你删库跑路时sudo rm -rf / --no-preserve-root 为什么不为这个个人势主播树根留下关注呢？,628
1683,氷室藍_Official,289584842,全职Vup喜欢我就关注吧！一群全是老粉！~有方舟生存进化 和 MC 双服务器 加群进服~录播全在这@氷室藍录播搬运组 ,628
1684,MIOUIHARU,391134325,初めまして！バーチャルユーチューバーの”ういはるみお”です！皆さんに私のことを知ってもらいたいです！ ,625
1685,PlanyaChannel,562037265,Im a Russian vtuber! You know vodka borscht balalaika,622
1686,千石奈音Channel,145998448,"这里是来自<PlutoCharon>的千石奈音，非常喜欢玩游戏，以后请多指教～

                粉丝群：960089883，欢迎各位闲聊",619
1687,子狐Channel,19950322,个人势vup子狐 见习狐妈妈 v圈DD MC爱好者 请大家多多关照！ww,619
1688,玹碎之晶ですよ,3204673,"慢吞吞，喜欢咕，说话咬舌头但性格认真的vup！
                是来自平行世界的魔法使～请多指教
                粉丝群：785465573，欢迎大家来洋馆聊天哦～",618
1689,熊野真兔_Official,301026,个人势企划曦和project所属二期生之一，拥有恶魔之力和兔耳的双重属性的虚拟主播。以后的日子也请多多指教啦！人类们。,615
1690,幺幺yao_Channel,89557497,别骂了，人傻了，视频在做了,614
1691,莫小幸_official,501348125,<ChaosLive·S>个人势虚拟vup莫小幸，是学校里的外星语教师！交流群：927431455,611
1692,かへる字幕组,389470939,这里是新晋kaheru字幕组，之后会陆续上传超绝可爱的kaheru的熟肉，请多多关照,610
1693,阿德罗伊-埃菲尔德,2483446,这两个月不会怎么播太忙了,609
1694,一色翎Official,106348951,"我永远二十四岁！140%desuyo！
                妖精体系Fairysystem二期生，煮石酒馆门牌号957532976。",606
1695,黑白クロシロ,4592453,"个人势,游戏Vup。粉丝群797517839",605
1696,羽柴紅魅Official,626694693,"你好!!　我叫羽柴 紅魅(Hashiba Koumi)!!
                我是日本人　我是 VTuber!!　谢谢!!
              ",604
1697,回收娘Official,14675261,捡垃圾三幻神！垃圾回收一号基地：953135583,603
1698,亚德Yard,419394449,コーロンサス学園所属 龙人村村长 今天也在为了建设村子而努力！龙人村乡委会地址：1040268110,601
1699,双理マイ,262843999,双理マイ(Futari Mai)个人授权搬运组 ,601
1700,小烟绫Rosa,5703678,5703678,599
1701,血色星辰official,3387887,"欢迎来到血色星辰~
              ",599
1702,樂園_channel,489243104,"Nature所属 新人主播
                粉丝/直播推送群号495716401
                不擅长玩游戏的孩子",593
1703,黑雪空,5701677,是模型画手同时也是vup，约稿立绘请私信询问,592
1704,燃_rot,425623653,"魔女公司sp/所属Vcoffee的猞猁——燃,待在咖啡厅里各各种打杂，是男孩子！【FF14在鸟区晨曦】神秘聚集地:774025884",589
1705,Citrus柑橘社,226743527,citrus柑橘社官方号,587
1706,METEO箱推汪,394233884,Re:AcT旗下虚拟偶像组合METEO（唯牙コハク(唯牙琥珀)&皇噛ユカリ(皇噛紫)）搬运。吃人群：530519709,587
1707,柚奈yuuna,604242917,多看看我一点嘛…？,587
1708,白雪美佳,1728751,这里是バ美肉虚拟up白雪美佳(>^ω^<)请大家多多指教喵~！,587
1709,十和Official,10724185,图一乐,584
1710,幻月丶ルーリアChannel,18400646,hey~咱是永远の吸血jk幻月Ruria~欢迎关注咱请多指教的说(个人势) 空闲的时候就会直播哦~,582
1711,勾陈须Official,553933994,原曲粉碎机，三垣四象所属社团势VUP,581
1712,在下逍凰,7607089,在下逍凰，玹云社所属vup ，是个DD。不定时手书产出 QQ群687830013，从师修行中，日后定努力更新 游戏合集在收藏夹,575
1713,Mer_Cur1,1523367,我,575
1714,星名礼斗Ayato,854442,【个人势】追寻星光的魔术师，今夜将闪耀带给予你✨ 聊天群：1045578843,573
1715,迷桑_NAZO,15098003,"Nature所属，东jo月为nazo负责（因为不长上线所以有问题请留言）直播和模玩为nazoka负责
                nature箱推群：750806401",571
1716,金丝蓝染Channel,18699270,HoderAstra隶属，拥有蓝染与金丝各自的声音，合起来叫做金丝蓝染desu；聊天群：562875078 谢谢大家~,568
1717,九条楠channel,414270459,"这里是贫穷&事故系主播的恶魔小熊猫九条楠！
                粉丝群：827537644 爱发电：afdian.net/@9tiaonan",567
1718,希亚姐妹-official,447290396,日本虚拟up主希亚姐妹官方账号，魔法使希亚姐妹哔哔和拉米。一边游戏实况直播一边指挥军团！,566
1719,POKE-Channel,4058927,Live2D原画和建模约稿请私信 手书曲绘头像插画什么的也请私信！ Vcoffee个人势vup平常直播游戏和画画 群957234675,564
1720,V_G研究所,12888470,这里是虚拟社团Virtual Genesis 研究所的官方指定账号。请认准此账号。,564
1721,卡林卡Official,490859, 云杂谈群925351397,562
1722,Acc加速社_Official,379333934,"Acc加速社官方账号
                反馈邮箱：acclivehelp@gmail.com",558
1723,凌依Channel,392573834,kenlos所属，魔法猫咪凌依！欢迎关注！！！画师麻麻@东芝夜欢迎加入凌依的魔法教学班：897592236,557
1724,BlagS_Channel,11587741,Virtual Genesis 研究所所属。某游戏bug诞生出的意识体，请多指教！,554
1725,百景织姬,12226194,玹云社所属，虚拟机械系up百景织姬!,553
1726,邱晓狐,441561135,射图VUP邱晓狐！,552
1727,山城-Channel,5887731,自神界前往人间试炼，却误进虚拟世界虚拟主播 山城です,544
1728,Vi-D鸽舍,492997998,全称Virtual Dove鸽舍，Vup社团，一群团结友爱的小鸽子。官方DD群：1040058502。鸽子组招人请私信~,542
1729,陌星之韵_Channel,381861978,这里是韵~ 个人势vup 出道准备中~ 水群:756794389,541
1730,黑羽乌鸦众,8426295,黒羽マオ授权搬运（组长个人号）偶尔会搬点有趣的东西（当dd）,540
1731,Vup学院,232726078,目前讲师学院长stars后期老师小萨乐理老师茸茸幼教老师hen……henai？,537
1732,伽罗Gianlo,2899681,个人势vup 陪 我 玩 ！！！-GuGuTV-（台长x）老婆:面君channel 男妈妈女爸爸入职：8625227,536
1733,Akagi搬运,144597183,这里是vtuberつのはねあかぎ的搬运（授权申请中），欢迎会日语又中二的大佬参与搬运,535
1734,虎Harima,19721846,"便宜个人势魔傀儡，无籍在逃中 ◆贪婪的秘密老虎，祝您早午晚都安。◆
              ",533
1735,犬屋吽,270467657,"Antinomy13一期生犬屋吽（イヌヤ ウン）
                直播通知群391037080
                中国语鉴定136级",530
1736,和玖_Channel,481447539,"这里是和玖 视频势 只在长假期间直播（ ・ω・)=请大家多多关照✨
                Nature所属 粉丝群：1093157737 箱推群750806401",529
1737,米浆ん,4378782,想成为一名合格的音声个人势vup。在努力学唱歌～来自一个叫hibiya的幻想乡。保护国宝人人有责关注了就不要取关了啊喂！！,529
1738,小魔-Chima,565227904,刚来人界的魔女一只，落脚在<P.K.S>的后花园 QQ应援群：902023030,525
1739,虚拟伪娘师白枫,2776294,古典军国主义壬，文案基本上白嫖朋友的（错乱）,525
1740,天涯ルカ_Ch,2724244,"个人势，バ美肉，清楚（混沌）系吃货
                美食交流群（粉丝）:535579385
                麻麻:女巫vivian",524
1741,神无月诗羽,9105683,闭关修炼中~可能偶尔会直播练习~八个月后见~（2020-1-2星期四下午15点整留）,524
1742,面君channel,8201914,一只能力极其强大的地狱领主大恶魔，背后其实是一个肝稿的穷苦画手，究竟是道德的沦丧还是人性的泯灭，老婆是伽罗Gianlo,522
1743,天香沫茗_Official,9411611,恭喜你捕捉到一只猫猫~这里是忘崽牛奶/魔女sp所属个人势vup，阿妈@小仙女想摸鱼，在难产,518
1744,Plutya普露提亚,1802067,时空与次元的旅行者，叫我普拉就好 QQ群294776246 csgo大地球/5e2400,518
1745,朴古Official,611529563,MZ次元N系列 一位宅在别人家的秃头型程序 ,515
1746,上官紫宸Official,12261171,Dream Horizon企划创始人，独立音乐制作人，画师，前PCT战队电竞选手，社团势虚拟up主，欢迎订阅我的频道。合作/商业合作请私信,513
1747,七云洛Channel,6658426,这里是七云洛~一只可爱的猫猫~隶属于魔女公司SP 粉丝群：436553836舰长群：1148700613,511
1748,伊崎Creamy,23282857, ❀ ❀ ❀,511
1749,森之萌羊妹official,441666966,441666966,510
1750,圣皇浩云こうん-Channel,20675652,个人势 是两世为人的虚拟男子（D）大学生（D）兼虚拟皇帝 画师妈妈：夜莺 油管账号同名,509
1751,ATM西米酱,24684806,我是要成为病娇系女子的男人！,505
1752,秋元澪_Projection,430010003,Nothing matter.,505
1753,犬冢鈴_Official,43679276,Vup 犬冢铃 水下王国的君王 模型和立绘均为自制，梦想是获得更多子民,504
1754,LoneliteChannel,57260085,每天都被自己菜醒的vup,501
1755,三鬼葬MikiSou,6595843,<ChaosLive·S>是有些天然的厉鬼。请让我诅咒一下。 自助脏脏包特卖街：528316304,499
1756,千夜瞳official,46774696,不是在出道就是在出道的路上摔倒的vup，关注tanoki！关注tanoki！关注tanoki！关注tanoki！,499
1757,托尔rua_Official,343811508,来自异世界的，不怎么正经的屑王子~变成了个人势！猛男穿越QQ群：874845273。,498
1758,潮澄ノキ,404880338,猛男个人势VUP ‖ 虚拟骑空士 ‖ 画画贼菜‖ 微博：nockych ‖ 群：622829375,498
1759,Nelly_Official,501698827,兴趣使然的新人vup,497
1760,天夢_Official,10979361,住在日本的小仙女vtuber！因为把宝物丢在了日本，所以偷偷下凡寻找中！粉丝群: 747654952,497
1761,小亚的幽灵古堡,353044891,"（官方认证）兔杂壹号 斗鱼:7339650
              ",497
1762,Makuroka_Project,488726535,无限期停止活动中,496
1763,柔咪_romi,17806540,你要是欺负我，我就回家告状！！！,495
1764,lillian-莉莲,5096679,"你好呀来访者~我是莉莲！
                是孤身住在洋馆的虚拟侦探(｡･ω\\\)
                也是s佬单推人
                喜欢csgo和gal
                水友玩耍群:957295379",495
1765,鹿岛佩佩子Official,114307830,"TTTeam所属vup
                ❗出道准备中",492
1766,账号已转w详情动态,183471931,————,491
1767,白岛と巧克力,13145248,-魔女公司 Project- 唔姆唔姆嗯(o´▽｀o) ？（嚼嚼嚼）,491
1768,鸭子阿A,10829693,It is weird.,491
1769,千羽白凌official,418293195,bilibili虚拟主播/个人势 千羽白凌请多指教！dd群662783448,489
1770,叶糖_v,151207919,【粉丝群】952116701交流群欢迎大家。是个手残vup但是在努力玩游戏的vup,488
1771,绫千幸Official,247586004,潜伏于虚拟世界的异界旅行士参上！神秘组织总部：867427536,485
1772,00-00--00-0-00,478453335,478453335,482
1773,响月白夜Channel,23625206,呀吼，这里是响月白夜～现役空境箱庭组美工/轴～［长期接画稿，人物设定稿，详情咨询群：203761371］,480
1774,阿尤里Ayu,31093572,来自Ink School的小恶魔，希望可以给大家带来片刻的宁静。交流群：517575061,478
1775,末世音_Official,431272599,个人视频势新人VUP末世音！世音和红百小姐的茶话会欢迎你的到来：276228390,477
1776,东方紫辰Official,475348474,恭候多时，如你所见是女性，姓名是东方紫辰，以上。,475
1777,营业十三部部长姐姐,11288564,这里是营业十三部官方账号⊙∀⊙！,475
1778,星至Channel,428523,Paimon Hell所属VUP 死宅一个 擅长快节奏游戏恐怖游戏以及泉水bb 喜欢的点个关注呀,471
1779,Verb-Official,400198569,大家好！我是虚拟UP主Verb！,469
1780,夜矢绫芽Official,244897903, 绫芽是鬼人JK！不是无口少女哦！► ►►粉丝群：362807367 NamelessProject/vup学院成员,469
1781,王剑Official,12431536,发动态时才会被粉丝想起来忘记取关的卑微要饭vup,463
1782,末音むかさ_Official,3006717,個人勢自由vtb，歡迎交朋友,461
1783,柾花音搬运,489342596,授权搬运（非官方），情报转载发送等，有事请站内私信联络。,461
1784,阿斯蒙蒂斯_Asmodeus,3337432,Vitrual Genesis所属 欲望魔王阿斯蒙蒂斯 月之暗面的恶魔城中，上演着荒谬的喜剧。粉丝群656214802,461
1785,御来屋久遠,43978304,頑張るときはいつも今,460
1786,紫苑寺郁子channel,198445838,个人势 无声系的neet，愿你能认识我的存在。侦探所地址：787300039。,456
1787,兎嵐,2327673,老龙烛龙兎嵐字音苍。约单请看顶置,455
1788,恋海花,8485893,"Paimon Hell社团所属
                等待并满怀希望",455
1789,金龙胧月,25132607,魔女公司sp所属个人势虚拟主播金龙胧月 是喜欢玩游戏的龙哦～,455
1790,海斗菌,3426505,再见。,454
1791,白鳕Channel,503827759,Plasma电浆社所属Vup，QQ群763182155,454
1792,钟持_虚拟肉鉴赏家,536899,总之吃肉吧,452
1793,普通BQ,13956131,励志番剧区up,451
1794,我不是未丰,349271363,BiliBili薪人VUP(目前全速进击中~ 视频有想法就更新。一起电动群:951564872 今天也继续当加把劲骑士吧,451
1795,三田そにあ搬运,33398732,大家好!这里是三田そにあ哦!中文正在学习中!3D化进行中!(搬运已授权) 急缺翻译、校对、时轴、美工，剪辑man!有意可私信本帐号!,450
1796,山霧-Official-,1969028,这里是个人势Vup(虚拟up主)山霧， 运营联动联系方式：771415934,449
1797,丹妮想知道,543898955,我的主人就是你们呀~,446
1798,白诺吃不起饭了,50347888,这里是白诺，是一个来自异世界的剑士哒!粉丝群：778553307 ！ 直播时间晚八点,446
1799,凤鸠鸠Channel,79357988,Hi~~这里是个人势Vup凤鸠九鸟，励志成为杀鸡的护士长。小窝：158533160。,444
1800,Ooze欧兹-channel,401090194,"凡人
                政趣
                喜好社科文艺
                脑子有点问题
                偶尔写点玩意",443
1801,魔女夏洛特_channel,27682625,"这里是Nature所属vup夏洛特的频道～求关注
                一般都是直播为主（不太会录视频）
                粉丝群:858608136 箱推群:750806401",441
1802,鹿玖Official,520744324,嗨嗨，各位观众姥爷们好啊~我是新人出道虚拟主播鹿玖！现是鸽舍 Vid社员！感谢各位的支持，愿望是和更多人交朋友！,440
1803,Vtuberロイ搬运,178828429,Vtuberロイ单推，个人搬运【已授权】，无有能的熟肉man，如果有好心人愿意一起来组组烤的话真的万分感谢（ﾉ´д｀）,439
1804,回忆-Channel,19218934,CASA所属，虚拟猫耳娘回忆是也，有战斗猫娘和吸血鬼猎人的身份，为了不妨碍到战斗，把尾巴藏了起来，才不是断掉了呢！,438
1805,超次元学院的后厨,487817699,"快来D超次元！另外本组不负责烤鸡肉【超凶
              ",438
1806,茶茶channel,486136377,【个大尾巴猫势】是大yi巴猪茶茶！会作曲*绘画*打游戏*画师麻麻是呆呆兽哦⌯'ㅅ'⌯,437
1807,三花酱-Official,23719713,"个人势vup 三花酱来了哦！
                我也不知道下一个视频会是哪个区
                粉丝群：452952893",436
1808,姬野空蝉_Official,1637330,炒鸡智能机器人，喜欢game，最喜欢r6s。 Nature所属 箱推群：468624333,436
1809,Minamiあい,26585010,这是门牌号哦：623356957,436
1810,千葉瑠璃-莎莎莉婭,32926827,名字：世末·睦月由爱·終焉の桜·弥生因缘·利维坦·永境之主·萨迈尔·棘羽·黯黒朣朦·无尽灾厄·千葉瑠璃·莎莎莉婭,435
1811,凛璐欲潜Shizuku,23885819,"性格很差
                平时分享一些喜欢的视频，可能会心血来潮做点视频
                喜欢回忆过去，会发一些动态
                最大的愿望是希望有人听懂自己在说什么",435
1812,冴梨Saeri_Official,163508913,嗷呜呜～这里是个人势VUP的的龙族少女冴梨！粉丝群：797082358,434
1813,十字Crossじゅうじ,35654603,自称16岁，高中生，某校现任的不良老大，其他背景成谜，似乎和个个势力都有有私下联系，主要以投稿为主的运……搬运请私信联系,434
1814,莫新_Official,17497053,我叫莫新，个人势屑vup，虚拟吸血鬼。每晚8点直播，不定时上传录播。群：239636382 欢迎各位关注！联动请找我！,433
1815,出云眠Official,446746461,新人Vup，期待各位客官们的青睐~直播通知群897681135,432
1816,你在融化哦,57369671,做自己喜欢的事情最重要！,431
1817,安迪亚Andia,525850968,-Virlo所属-的vup安迪亚。今天，有新的孩子来找我吗,430
1818,沧澜メロディChannel,49584022,-个人势- Vtuber沧澜メロディ~游戏｜杂谈｜O Dreamer Mine,430
1819,时堇_Tokki,565286306,从天光乍破到暮雪白头 很高兴认识你 饲养群 群号1104435891 联动合作请私信或联系群主,429
1820,是阁诺,443932564,玹云社所属。天庭驻雷音寺基督办事处大使馆负责人。,429
1821,胡蝶椛随缘搬运,410274411,...,426
1822,鳳姫ちゃんOfficial,516624275,"人生有梦，各自精彩
                毕业快乐。",426
1823,Ash_Channel,17977334,"这里是Ash
                社团：Paimon Hell
                一般人类 neet
                打命运2和怪猎的V
                大家多多关照哦ww
                交流群：770482677",423
1824,丠丠好饿想吃饭,8161250,"想认识更多的朋友！！顺带一提丠字念qīu哦～
                闲聊群611145073",420
1825,路人甲official,624408688,拥有独特世界观的个人视频势的中日韩三语VUP组合。官方群：961613854。每个月充电榜首享有专属定制福利音声。,419
1826,水野唯channel,396851476,<ChaosLive·S>水野唯 很高兴认识你✔ 小唯的喵喵屋 1038417542,416
1827,竹子Official,12304275,新人播着玩清楚DD系VTB，请多多指教......,415
1828,飞鸟未央Official,27123824,温瑟藤所属虚拟主播飞鸟未央（Asuka_Mio），出道预备中,415
1829,星夜秃猫_official,14999682,春困夏乏，秋盹冬眠。（因为手术原因暂且不上号）企鹅群:1067589647,414
1830,乌贼KinoChannel,2504710,"这里是Vup主Kino,居住在异国都市中的虚拟乌贼玩家哒！",411
1831,钰銤0フ0_Channel,2996709,干啥啥不行整活第一名vup，所属Acc加速社，整活群：1041386645 群答案:噗嗤 妈妈：好野_ ,410
1832,Lobelia_Channel,423443185,423443185,408
1833,Unoge,11098943,每周五、周六常规直播，自娱自乐，欢迎你的到来。-看板娘泠蝶。-单推狗妈！背景是女儿，名唤珝滟。,408
1834,泽川卯雪_Channel,98997990,casa所属新人vup 是瑟猫猫哦！打游戏很菜，但是还是想去试一试,407
1835,Diphylia星空,37557460,Diphylia社团所属，一枚工具人哦,406
1836,紡音零official,517028633,zeroproject所属，天才美少女mix師也　插画家：空4,406
1837,NornsProject,11594849,虚拟主播团体Norns Project公式。长期招募各种有能man，综合粉丝群：794810742,405
1838,和奈酱,342158225,一年以后 我就回来了,403
1839,狐狐音の前搬运,3584186,开始推狐狐音！！！虽然有点早的粉丝群：979458664 狐狐音搬运组招人（scp字幕组翻译：无用的尸体桑）,403
1840,红茶Asmodeus,105268561,魔女公司 Project 所属歌势VUP,402
1841,牧苏Musu,875335,玹云社所属虚拟主播，下饭粉丝群：634547379,401
1842,竹田七対子_Official,2702600,雀莊MTJC零期生无心人偶Vup是也！哥哥微博→@桐野绫，qq群是529120763！,400
1843,柚木千雪channel,52122313,个人势猫猫vup 画师妈妈：@如月飞鸟Asuka 模型妈妈：@奥妮克希娅 粉丝群号：210304952 ,399
1844,铃露莫莫,25939441,记得发动态！！！！,399
1845,星研社,32892448,32892448,394
1846,云灰Channel,32724937,Paimon Hell所属VUP~云灰~主攻硬核模拟游戏和历史项游戏～聊天群：946131924,392
1847,我叫爆炸橙Channel,14123818,幻Home社团所属的VUP，军事科技类虚拟主播哦！粉丝群：589090557 社团粉丝群：951273507 ,392
1848,冷夏Reika_channel,457388645,"我是冷夏Reika，个人势中日双语vup
                一个不按程序运作的机器人（｀Δ´）！
                出厂日期为6月1日
                合作请联系qq：1276805391",391
1849,心柚子_Official,203173567,直播时间晚上九点（或八点）到十二点ଘ(੭ˊ꒳​ˋ)੭✧请大家多多关照哦，手动比心❤️ 粉丝群1039019000 ,391
1850,奇姬LilyPop,485407858,-魔女公司 Project- 14岁的魔法少女啾(*≧ω≦),390
1851,猫又泊舞_Official,452269468,唱歌跑调还要做歌基的泊舞是只极度自我主义的妖怪~https://peing.net/zh-CN/maoyoubowu,390
1852,雪狐狸冬眠中,39616880,"原汐家的七子，北极雪地的白狐，冬眠等待出道中………
                群：929884592",390
1853,子煜sexy,8353983,"我是子煜，玹云社所属新人虚拟up，以后请大家多多关照！
                子煜的cago交流群：778722275",387
1854,元OL_MotoOL,429075,Virtual Genesis所属个人势：用情专一年纪不小的花痴少女。元家蚊子刷怪笼：1095864418,386
1855,希尔塔_Official,525299904,文势白毛侦探，会写作会唱歌就是不太会探案，交流群：811037375，进群即可催更（bushi,386
1856,浮樨落羽Official,131441910,Re.Eden伊甸园所属，来自地狱の堕天使大小姐（虽然堕天使没有性别）哼！粉丝群：849806143,385
1857,赤井猶_Akaiyu,353290077,关于猫转生成狼这件事,385
1858,音無星花,351806141,"上大学的转生jk，喜欢磕游戏wiki
                画师麻麻：Ruby
                建模叭叭：涵涵
                群：938616539",384
1859,妖精偶像小啾,67224873,穿越三千年来磨你的小妖精！ちゅう~,382
1860,流火娘Official,512724503,"大家好！我是流火社所属的Vtuber流火娘，希望能成为大家心中温暖的火光。

                流火社账号: @南航流火动漫社",380
1861,有聊提督暁月林,14433120,CASA总督府所属，新米少佐，暁月 林，港区到着，八美（肥）肉desu，很懒~~~,379
1862,松岛小黛Official,37294141,"个人势vup，是一位猫族占星师
                粉丝群:770845218
                城堡大门钥匙:充满药剂的魔法球
                直播通知群:1145261860",377
1863,枕头orangutan,7618327,是个百合厨画手、时不时会直播摸鱼打游戏（可约稿（卑微）,375
1864,希罗_KiraraChannel,8230334,"<ChaosLive·S> 个人势魔法学院在读生✨请多指教！＞美东物理时差12h＜
                希罗叉烧品尝群→125505549( 0 x 0 )",373
1865,颜诺喃_Official,471009874,喜欢唱歌的国风二(liu)胡(mang)(｡•ᴗ-)大佬们请どど包涵！企鹅群：667808388,372
1866,森秋Caramel,14574785,玹云社所属，班主顺路捡来的吉祥物。,371
1867,西禾是酥酥呀,21605809,"忙成傻子了
                曦和project负责人，业务问题请联系。联动申请请与成员直接联系。不是运营man。",371
1868,苏芸希_official,412808470,这里苏芸希，ANKTA所属，可可爱爱没有脑袋的奶糖少女一枚，希米露专属1083499364，每周都会有不一样的惊喜！,370
1869,蓝川晴仁的下饭Channel,3099415,我还是我。爱好打游戏的混血鬼未魔。尽管好像已经，什么都不快乐了。,370
1870,時-TokiChannel,484431273,"時，<ChaosLive·S>所属VUP，为修补往日的时光而来。
                录播网站：toki123.top:28036
                anti群569862050",366
1871,犬神西Official,82209262,Virtual Genesis所属 柴犬神逐渐恢复活动中,362
1872,Nature_Project,363862310,这里是Nature的运营箱推群:750806401录播组ID: Nature工具人进行中合作或找社内人联动请私信,359
1873,海里Official,538521528,很高兴见到你。 我是海里。谢谢大家，找到我。 商务:aq.arium.info@gmail.com,359
1874,Tira_Official,3234445,这里是主攻独立游戏的新人虚拟 up。试出道中，请多指教——！,355
1875,禾心C_274,487425423,男声美少女，热爱Cod与BF，擅长的游戏不能播，工作日直播时间21:00——24：00，周日时间不定,355
1876,路普lupu_channel,6251904,未来的考古冒险者，全宇宙第一自由的天才。目前正在努力作为虚拟主播传递考古冒险生活。宝藏收集爱好者，BOSS狩猎爱好者。,355
